GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000117115.13	138.481130254086	-1.54555804382264	0.223576435102193	-6.91288437046683	4.74897035666339e-12	9.92365198458482e-10
ENSG00000071575.12	111.418060740386	-1.87392799496334	0.271258113227132	-6.90828367369145	4.90552310457828e-12	1.01301937711368e-09
ENSG00000120594.17	33.7447229771692	-8.45282843538163	1.22407413146436	-6.9054873541601	5.00313655819346e-12	1.02116344192988e-09
ENSG00000151388.11	55.5120219391764	-7.31049684004155	1.06008260748209	-6.89615770360146	5.34278823572592e-12	1.07795358507698e-09
ENSG00000171033.13	33.3791987636777	-8.43638051096422	1.22434711601057	-6.89051364653303	5.55912932667061e-12	1.10885678489829e-09
ENSG00000084636.18	180.496610281908	-1.92475122523623	0.281558278160534	-6.83606689816027	8.13969443432572e-12	1.58751173784133e-09
ENSG00000157680.16	115.437108239934	-1.85068733730596	0.272744662814519	-6.78542090689608	1.15748550168253e-11	2.23267505615752e-09
ENSG00000143126.8	547.571700275043	-1.00811665154507	0.149435006155741	-6.74618804173909	1.51779888932062e-11	2.83424722385584e-09
ENSG00000129009.13	43.1546761990536	-3.84933226223847	0.571339562451617	-6.73738091183638	1.61267016431702e-11	2.97970519939544e-09
ENSG00000196376.11	122.467162512586	-1.91802480866846	0.286917320893229	-6.68493907128814	2.31020740805919e-11	4.18052274573846e-09
ENSG00000115461.5	36.3275452702051	-8.55921025255288	1.28240337437886	-6.67435100652209	2.48328619089713e-11	4.35891225088173e-09
ENSG00000157087.20	62.6842388421426	-7.47942119660934	1.12037557275212	-6.67581601965555	2.45860249799149e-11	4.35891225088173e-09
ENSG00000079385.23	65.3627738669725	-3.37665305987993	0.514196927897618	-6.5668479850433	5.13914626850975e-11	8.84386612266193e-09
ENSG00000112175.8	25.4082473817539	-8.04356040273569	1.24632690198044	-6.45381271154007	1.09070593562809e-10	1.82334869410284e-08
ENSG00000114757.19	24.4973468739331	-4.47935548743099	0.694914041162283	-6.44591305125885	1.1490652693101e-10	1.9027870445472e-08
ENSG00000183778.18	41.0091403844731	-6.87167323110627	1.08288312123169	-6.34572013948313	2.21387371714823e-10	3.59815975528731e-08
ENSG00000184809.13	23.2618576586047	-7.91578866769721	1.24939312318399	-6.33570692907643	2.36255493784659e-10	3.80458044257075e-08
ENSG00000137767.14	38.5227716984136	-6.76677999311725	1.07424635378037	-6.29909514638273	2.99388184482131e-10	4.73437910109446e-08
ENSG00000159674.12	5541.8926248399	-1.3604370842859	0.217909667520643	-6.24312404201629	4.28916480556839e-10	6.60418507299491e-08
ENSG00000183287.14	27.6021240969682	-5.28320904626605	0.846099359586639	-6.24419459299338	4.25989390106187e-10	6.60418507299491e-08
ENSG00000101096.20	120.825320523069	-1.44034356189592	0.231577677300777	-6.21969949212841	4.98107946664825e-10	7.47289639983561e-08
ENSG00000211934.3	30.1712911547119	-2.77372987098949	0.450509936225567	-6.15686724743114	7.41979933957767e-10	1.10372659158989e-07
ENSG00000105792.19	35.4649185705805	-2.60797380207507	0.428816462119092	-6.08179496931434	1.18844481963552e-09	1.72403073711259e-07
ENSG00000167779.9	576.842827982368	-1.07346299224872	0.179004935924323	-5.99683459400552	2.01200809502121e-09	2.82534224735259e-07
ENSG00000116774.12	22.5540565534276	-4.97358766466089	0.831019286460836	-5.98492447250234	2.164902953867e-09	3.01591599597043e-07
ENSG00000260448.6	37.1481136403428	-2.41312783507698	0.404852059152941	-5.9605176274165	2.51440177310472e-09	3.44806986900837e-07
ENSG00000272808.4	23.0235507648122	-5.42067610456954	0.910619727885074	-5.95273299993086	2.63701316504311e-09	3.53339634244287e-07
ENSG00000105894.12	105.557450601398	-1.69344927718416	0.285081611900897	-5.94022625974505	2.84628962139794e-09	3.75165308508856e-07
ENSG00000103196.12	81.2408837753851	-2.55912463723249	0.433608806158302	-5.9019203505249	3.59294627213946e-09	4.67162858628621e-07
ENSG00000103522.16	22.8517713959587	-4.14962999054325	0.70710688557483	-5.86846214511103	4.39855795130713e-09	5.67705056759516e-07
ENSG00000135048.14	245.008885782677	-2.02853149565245	0.35124339296975	-5.77528726875482	7.6821903757e-09	9.63182054747587e-07
ENSG00000154102.11	47.5859551336004	-2.10085233129622	0.363878411276328	-5.77350088983663	7.7641196128852e-09	9.66550294787049e-07
ENSG00000164283.13	75.552024139005	-9.61517310439628	1.67334947268405	-5.74606396413627	9.13447638650696e-09	1.12913707050955e-06
ENSG00000172828.13	45.4426341840903	-1.86867751998727	0.329867200401742	-5.66493885330651	1.47076974898857e-08	1.78044285544803e-06
ENSG00000185634.12	31.2961779667856	-2.58383479594996	0.456411571928717	-5.66119475242732	1.50322707675735e-08	1.80727019714533e-06
ENSG00000132386.11	217.932698887469	-1.51534453767554	0.269924765002184	-5.61395149371819	1.97757672006614e-08	2.32969155485376e-06
ENSG00000130707.18	20.7029191596301	-3.77681392777634	0.674152850154498	-5.60231099951709	2.11512612573872e-08	2.46730449011109e-06
ENSG00000154721.15	338.534983045354	-1.23407671404494	0.220303662789488	-5.60170765396747	2.12250315049721e-08	2.46730449011109e-06
ENSG00000124212.6	22.0018161591294	-3.02006363259218	0.541892001429308	-5.57318363184248	2.50125673258869e-08	2.85094541734605e-06
ENSG00000271447.6	22.2289054967708	-6.8771337439167	1.250582364945	-5.49914498771871	3.81637241563423e-08	4.29415288536075e-06
ENSG00000121440.15	20.4604791988434	-6.75686631961558	1.24021515132353	-5.44814043950743	5.08991626002191e-08	5.61907547875249e-06
ENSG00000087245.13	29.411363780556	-4.33539799297488	0.796870282987316	-5.44053164678484	5.31218018321522e-08	5.7915961960234e-06
ENSG00000100311.17	737.118789817994	-1.30244075469456	0.239852982367556	-5.4301628515866	5.63026505029197e-08	6.10049644615895e-06
ENSG00000215861.6	18.9340641969577	-3.48701826994632	0.645323793254671	-5.40351728294357	6.53466561029815e-08	7.03699297285665e-06
ENSG00000146197.9	179.229782931431	-1.07092710748548	0.198391846101431	-5.39803993223569	6.7372874444219e-08	7.16724887951137e-06
ENSG00000253741.2	119.880955314103	-1.63198347089047	0.302399835584942	-5.39677367130069	6.78498878926044e-08	7.1745125432463e-06
ENSG00000206075.14	11.9423260482782	-6.95398373986857	1.29216698114315	-5.38164481939984	7.38082887359729e-08	7.75782570169181e-06
ENSG00000123388.4	22.68094591044	-3.45971216578701	0.643327766842271	-5.37783746342671	7.53858240252331e-08	7.82986608943737e-06
ENSG00000158859.10	47.9595351819249	-1.78522042435776	0.333522730312471	-5.35261996291893	8.66897935505325e-08	8.95097615407351e-06
ENSG00000189190.10	396.601109885455	-1.15837487234814	0.21659217925811	-5.34818420644688	8.88410214399834e-08	9.11945292009373e-06
ENSG00000116985.12	97.9769670282425	-1.24131603147475	0.232324032450214	-5.3430375600112	9.14018147747131e-08	9.32776776011942e-06
ENSG00000151789.12	368.578741854412	-1.21154275869242	0.227365623822937	-5.32861009646702	9.89671984642561e-08	1.00414522233704e-05
ENSG00000145882.11	759.309700504498	-1.0985190899733	0.206289085306595	-5.32514402466152	1.00873081062904e-07	1.01760068499837e-05
ENSG00000278023.7	28.9842213376944	-2.243930093242	0.427333323211849	-5.25100658281586	1.51270273092661e-07	1.46468343807691e-05
ENSG00000152402.11	19.7515093188494	-3.06055036307295	0.584549578340138	-5.23574128949602	1.64323993056403e-07	1.56759730984731e-05
ENSG00000260630.7	130.89563282474	-1.54361925023103	0.296166359223647	-5.21200062788149	1.86814916897409e-07	1.77252012772985e-05
ENSG00000155530.3	18.2037538208255	-4.046636043518	0.777492856470843	-5.20472440336789	1.94284722013859e-07	1.82367899759854e-05
ENSG00000174640.15	44.0525198132305	-2.01427150305065	0.387485229571702	-5.19831815338377	2.01099721770857e-07	1.87760820012971e-05
ENSG00000101210.13	158.494657075783	-1.48346135055183	0.286171162209572	-5.18382543893591	2.17380402077303e-07	1.9977372762633e-05
ENSG00000156510.13	52.8654629702025	-1.96908626075092	0.381905437651571	-5.1559524076413	2.52344988411812e-07	2.25990386815946e-05
ENSG00000153814.13	38.496584216126	-1.91290688091441	0.371313731351923	-5.1517267458698	2.58098917338226e-07	2.29970065788725e-05
ENSG00000153823.19	55.0510398872817	-1.53532963466276	0.298352057243961	-5.14603334344475	2.66052152930651e-07	2.35859264666248e-05
ENSG00000166578.10	148.255599058665	-1.13405686731006	0.222360127192388	-5.10009092740294	3.39490351211368e-07	2.95003670040255e-05
ENSG00000234840.2	41.5740482631604	-1.96463056858394	0.386851782371295	-5.07850980171604	3.80406810025988e-07	3.28930085536264e-05
ENSG00000157214.14	40.1175068907527	-1.89861225571626	0.374291760102482	-5.07254622756433	3.92527738377664e-07	3.37747029007016e-05
ENSG00000273297.2	20.8849672591082	-2.59902430509196	0.513261427899562	-5.06374366709776	4.11102336251442e-07	3.50419011532123e-05
ENSG00000075407.18	449.938097886613	-1.03801740859293	0.204992845200391	-5.06367628381477	4.11247743266777e-07	3.50419011532123e-05
ENSG00000180806.5	195.950258588441	-1.40134919355843	0.276870609681846	-5.06138659920867	4.16218272742376e-07	3.52941030987774e-05
ENSG00000179083.7	9.29196352562438	-6.5913437489991	1.3102569143697	-5.03057352852809	4.89014800632221e-07	4.02415808688261e-05
ENSG00000120820.13	18.8333599996194	-3.01724611446048	0.600041843720397	-5.02839284632695	4.94607774911651e-07	4.03806989442987e-05
ENSG00000121281.13	149.288984791177	-1.13456511318111	0.226691017646386	-5.00489664284325	5.58920122397363e-07	4.54200227242635e-05
ENSG00000133636.11	75.0486524614612	-8.6400265851177	1.73071369879401	-4.99217553494737	5.97029564037243e-07	4.82933637674918e-05
ENSG00000168917.9	69.4978494918187	-1.33525107444762	0.268387514227263	-4.97508640926183	6.52185409776292e-07	5.21555929938358e-05
ENSG00000221867.9	17.0514117049424	-5.59128976197124	1.12428560568481	-4.97319340717304	6.58588961624169e-07	5.21555929938358e-05
ENSG00000196415.10	50.3676190201229	-1.56383561067337	0.314542148000654	-4.97178397430579	6.63396026481154e-07	5.22178944072811e-05
ENSG00000058335.16	131.085104090405	-1.88566631500646	0.382689619003028	-4.92740388390712	8.33293919242418e-07	6.47203901082396e-05
ENSG00000227954.7	8.79951630482932	-6.51340319893837	1.32572063610937	-4.91310387839587	8.96457491095558e-07	6.90154313210541e-05
ENSG00000178878.13	402.180126294443	-1.55052071969369	0.316612937111984	-4.89721214122493	9.72058800341235e-07	7.3961850404818e-05
ENSG00000198538.11	809.785937428223	-1.4312482538451	0.292766194501071	-4.88870737376021	1.01500240064743e-06	7.67945566317431e-05
ENSG00000182175.14	72.9101280934481	-1.5266599260084	0.312511366177664	-4.88513408226084	1.03358492220295e-06	7.78648761348861e-05
ENSG00000185924.7	1770.47333930442	-1.00427195920818	0.206283135132735	-4.86841524180817	1.12496753555919e-06	8.43869878276516e-05
ENSG00000116991.11	42.5486212332154	-1.77684815675998	0.368198127485057	-4.82579357178314	1.39446887469744e-06	0.000102845009065396
ENSG00000286769.1	8.01473872417685	-6.37862702079086	1.32402803329294	-4.81759212070972	1.45301012896816e-06	0.000106714170685264
ENSG00000138678.11	35.7191060546379	-2.01925788095505	0.420348465713744	-4.80377126517255	1.5570469596481e-06	0.000113405997023664
ENSG00000144645.15	26.5770043197769	-2.26567613702088	0.472224348893939	-4.79788080036031	1.60353154184998e-06	0.000115830408041534
ENSG00000148344.11	57.015839278729	-1.78552427606295	0.373498898140694	-4.78053425311676	1.7482996677582e-06	0.000125770098639999
ENSG00000137463.5	54.5886901060677	-1.38132006830125	0.289852392246565	-4.76559830193232	1.88294066485373e-06	0.000133949303635491
ENSG00000111424.12	28.116476462035	-2.48353573941489	0.521161104291625	-4.76538966351024	1.88489021808046e-06	0.000133949303635491
ENSG00000123364.5	54.7572445826567	-1.99781050349568	0.423104127859036	-4.72179393192137	2.33773475301816e-06	0.000162834357617967
ENSG00000106804.8	109.005964746414	-1.11622987090131	0.23703289755723	-4.70917700624995	2.48719010031109e-06	0.000171880503270711
ENSG00000144619.15	23.814047455223	-2.69358379475536	0.572308381347929	-4.7065251576629	2.51974902380853e-06	0.000173447665156514
ENSG00000223768.2	193.101196334777	-1.42690316981376	0.303743614165113	-4.69772236606794	2.63078700593498e-06	0.000179102304720719
ENSG00000172379.21	43.7214451257041	-1.99220410290599	0.424444306706551	-4.69367611115902	2.68338771681351e-06	0.000181859091093542
ENSG00000030419.17	14.0245255992709	-3.94084594202047	0.847802238004464	-4.64830801968197	3.34668902998735e-06	0.000224215391386901
ENSG00000271743.1	71.5159344983029	-1.33000732459838	0.286510281017063	-4.64209284175451	3.44897813408883e-06	0.000229317852983565
ENSG00000115267.9	78.6473760965999	-1.47885760894409	0.318737967553253	-4.63972842738608	3.48867326754705e-06	0.000231081818359447
ENSG00000128604.20	94.6072818432262	-1.0568321166609	0.228871264770201	-4.61758324148736	3.88234965599999e-06	0.000252395864858399
ENSG00000176641.11	22.1159515874695	-2.41190741651985	0.523472985270135	-4.60751076824949	4.07518106122212e-06	0.000262020707573743
ENSG00000132623.16	81.15200662942	-1.27073629194114	0.27736192937365	-4.58150941915773	4.61631808354878e-06	0.000291475652232129
ENSG00000107485.18	145.310948248816	-1.76792145050454	0.386345725254463	-4.57600883079557	4.7393054789831e-06	0.000298168562984195
ENSG00000111859.17	12.7739581506444	-4.13549377511481	0.904964893854071	-4.56978364928891	4.88227964326088e-06	0.000306066623493422
ENSG00000167157.11	16.4827820165948	-3.4304881111336	0.751104456980719	-4.56725836100539	4.94144804387875e-06	0.000308673443111045
ENSG00000203805.11	6.91173404056129	-6.16512253920659	1.35466205642476	-4.55104098469964	5.3381147610406e-06	0.000332269249647325
ENSG00000135749.19	42.9662528370129	-1.47889898253846	0.325201469566215	-4.54763929729825	5.42510121854256e-06	0.00033649046533243
ENSG00000287453.1	13.3534760947045	-3.10589684558552	0.686816230257959	-4.52216576830019	6.12100922273475e-06	0.000373062760023136
ENSG00000125384.7	10.8653239172409	-5.8332386413157	1.29394828558064	-4.50809256159579	6.54130397182403e-06	0.000397299337776565
ENSG00000161681.16	10.5979083315235	-5.79236200953418	1.29576531495642	-4.47022461758748	7.8137492414021e-06	0.000468104916158126
ENSG00000173227.14	190.455515845667	-1.11416165456475	0.249531345033271	-4.46501682750995	8.006245894402e-06	0.00047800555845047
ENSG00000021300.14	65.6897967912135	-1.19315114750834	0.268336409986937	-4.44647503321084	8.72908069228731e-06	0.000517640383080132
ENSG00000135205.15	54.753955990864	-1.35349237502675	0.30453505269711	-4.44445512278329	8.81148977704078e-06	0.000520767946317834
ENSG00000146592.17	41.624523222865	-1.52958196481315	0.34467482297646	-4.43775368216443	9.09025574486811e-06	0.000535440466743859
ENSG00000115641.19	49.2663448844176	-1.88595222153029	0.425446869044054	-4.43287366473722	9.29853564171421e-06	0.000544057320396698
ENSG00000102048.16	15.5427722567095	-3.52878020146718	0.798032484067664	-4.42185032804753	9.7859237795666e-06	0.000570672159809743
ENSG00000228630.5	16.4635245842452	-2.51828823452847	0.571207955734703	-4.40870651265594	1.0398983222863e-05	0.000598470008232504
ENSG00000187601.5	22.7641405581535	-2.59339059908107	0.589571748630662	-4.3987701329049	1.08866059493019e-05	0.000620430500740571
ENSG00000168404.13	152.807586234201	-1.22804420206855	0.280190408626474	-4.38289164889179	1.17114367334184e-05	0.000663131770908687
ENSG00000183690.13	62.3134228573646	-1.27257162340522	0.292856694053333	-4.34537317823258	1.39039084195651e-05	0.000769890550437305
ENSG00000248508.8	91.7584989506249	-1.13231902670589	0.26068213685201	-4.34367709417968	1.40117425388602e-05	0.000773421750895008
ENSG00000077942.19	65.0284458543809	-1.33018294647962	0.307306208321619	-4.32852610998176	1.50110539045322e-05	0.000820838097153439
ENSG00000165194.15	28.2470822089561	-2.00745850118792	0.464906519660268	-4.31798311336842	1.57461474243647e-05	0.000855703175665245
ENSG00000259972.3	180.001225598835	-1.02002947950667	0.236960506402658	-4.30463917802981	1.67258115533637e-05	0.000906136327766026
ENSG00000148735.15	212.02439054467	-1.18575695588778	0.279280862991901	-4.24575083013179	2.17862633602381e-05	0.00113140319752148
ENSG00000182240.16	18.9418163219682	-2.42348358309371	0.570955750761814	-4.24460841292887	2.18975480279614e-05	0.00113382790718232
ENSG00000213020.10	296.107694756021	-1.19350718614694	0.282030121166635	-4.23184297198443	2.31784214154592e-05	0.0011758694540623
ENSG00000236609.4	10.2852381413203	-3.7866723872182	0.896534416319843	-4.22367766177009	2.4034773967473e-05	0.00121579938746701
ENSG00000181104.7	37.3749474668301	-1.61499374070014	0.385080668346923	-4.19391019453922	2.74186568941521e-05	0.00136339853955539
ENSG00000157578.14	29.3487985085587	-1.70192457445022	0.405967884555095	-4.19226406619672	2.76184250168969e-05	0.00136559496991998
ENSG00000005249.13	9.98297552550902	-4.16006819227373	1.00091322538053	-4.15627257866649	3.23481859272318e-05	0.00153877427528645
ENSG00000228742.11	8.63607374002704	-5.4969940087272	1.32946166668614	-4.13475179200105	3.55338471981432e-05	0.00167668177384142
ENSG00000140876.11	86.3598475730026	-1.018747437902	0.247401026463865	-4.11779794313343	3.82509837561377e-05	0.00177923432967621
ENSG00000174007.9	225.47795937446	-1.16105556478135	0.28324373450408	-4.09913944544684	4.14689141987914e-05	0.00191553644981943
ENSG00000143167.12	38.213106341395	-1.62312725332906	0.398908651404462	-4.06891965770714	4.7231629046949e-05	0.00214781550430336
ENSG00000167642.13	78.1463651192181	-1.09028118462618	0.26839824138467	-4.06217708060009	4.86171743496356e-05	0.00218814682399783
ENSG00000090339.9	63.1939379990282	-1.26450423254065	0.311450649389468	-4.06004686462987	4.90628673061342e-05	0.0022025588486562
ENSG00000049540.18	9.92393365577339	-4.79177685216922	1.18267318770511	-4.05164918084201	5.08578828114265e-05	0.0022657574035253
ENSG00000186007.10	60.9969165591786	-1.43858976861423	0.355499039835136	-4.04667694540436	5.19498584359594e-05	0.00230854649399088
ENSG00000125378.16	51.8893856449234	-1.50897055398886	0.373323867871986	-4.04198789268488	5.29999698009157e-05	0.00234334627182739
ENSG00000262155.2	20.0338915410096	-2.19741568250428	0.544039301601593	-4.0390752580472	5.36623468552305e-05	0.00234896552206948
ENSG00000164161.10	13.0734474304182	-3.5039878220457	0.869013122329184	-4.03214604246032	5.52698215949097e-05	0.00241331138919266
ENSG00000171017.11	294.43774991541	-1.32163694233937	0.328642926552773	-4.02149821449799	5.78291464597729e-05	0.00247838021083666
ENSG00000117643.15	28.7741898247525	-1.847761576978	0.462741980804806	-3.99307098475127	6.5223032392906e-05	0.00273889925261406
ENSG00000171951.5	302.502350397299	-1.14659102386334	0.287768075361083	-3.98442746793446	6.76430133800424e-05	0.00282699479490449
ENSG00000121454.6	69.2296386444217	-1.37522555475966	0.346845908884316	-3.9649467372508	7.34123374659327e-05	0.00302489849657164
ENSG00000102854.16	23.6906679726482	-2.09264767180679	0.528918333620301	-3.95646650681059	7.60665475386528e-05	0.00312692297177043
ENSG00000261652.3	32.9604669879811	-1.53603796744498	0.388469425075811	-3.95407686755585	7.68307081910234e-05	0.00314361170367607
ENSG00000117480.16	17.3178182799446	-2.18069001535108	0.551587327785007	-3.95348099113882	7.70223855474696e-05	0.00314412542677845
ENSG00000224903.2	55.2956956032955	-1.27311204959781	0.322652651306471	-3.9457665834847	7.95450755707246e-05	0.00322460672400215
